species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range
Selene dorsalis,Carangidae,612500,habitat_coastal,demersal,40,NA,20264.77448,0.654916541,4.089407301,Actinopteri,LC,0.025016,0.025016,220.625,0.007726488,0.419377278,NA,0.059891855,30.66942255,NA,0.059891855,30.66942255,-2,2,2,2: low/mid,2,379,Selene,Carangiformes,Atlantic,East,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,2002-03-26T00:00:00Z,20.363636363636363,25,2885045.223853211,6715.0254549090905,5.222222222222222
Selene peruviana,Carangidae,720000,habitat_coastal,benthopelagic,40,NA,121.8886416,0.882477633,4.26,Actinopteri,LC,0.021204,0.021204,69.37218463,0.0013065,0.20397299,NA,0.04948333,34.65631084,NA,0.04948333,34.65631084,-2,2,2,2: low/mid,2,1958,Selene,Carangiformes,Pacific,East,"detritus, nekton, plants, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",short and / or deep,NA,147,NA,2002-03-26T00:00:00Z,20.363636363636363,25,2885045.223853211,6715.0254549090905,5.222222222222222
Selene setapinnis,Carangidae,3615000,habitat_coastal,benthopelagic,60,NA,11454.45638,0.895328391,3.753198252,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.017712,0.341291664,NA,0.080796622,37.20284495,NA,0.080796622,37.20284495,-2,2,2,2: low/mid,2,378,Selene,Carangiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical",fusiform / normal,NA,147,NA,2002-03-26T00:00:00Z,20.363636363636363,25,2885045.223853211,6715.0254549090905,5.222222222222222
Semicossyphus pulcher,Labridae,222500,habitat_reef,reef-associated,91,california sheephead,27.00400648,0.707450578,3.603772007,Actinopteri,VU,0.003297,0.003297,69.37218463,6.45e-6,0.034570928,0.111954514,0.009917458,31.74508875,47.46666667,0.111954514,47.46666667,-1,2,2,2: low/mid,2,3671,Semicossyphus,Eupercaria/misc,Pacific,East,zoobenthos,specialist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,559,NA,planktonic,53,23,2885045.223853211,770.85001,3.904109589041096
Seriola dumerili,Carangidae,21225000,habitat_reef,reef-associated,190,NA,12812.99915,0.450960773,4.5,Actinopteri,LC,23.22898081,23.22898081,93840.98602,0.048,24.63249455,NA,12.14992657,32.69772801,NA,12.14992657,32.69772801,1,2,6,5: mid/mid,5,1005,Seriola,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,15,27,2885045.223853211,401.95001,7
Seriola lalandi,Carangidae,18980000,habitat_reef,benthopelagic,250,NA,3829.661199,0.434484387,4.16,Actinopteri,LC,23.22898081,23.22898081,91382,0.027348309,24.63249455,NA,10.67064084,37.23152714,NA,10.67064084,37.23152714,1,2,6,5: mid/mid,5,382,Seriola,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,18,24,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,20,147,NA,planktonic,12,25,2885045.223853211,655.90002,6
Seriola rivoliana,Carangidae,19202500,pelagic oceanic,reef-associated,160,NA,58.95087627,0.505844898,4.45,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,11.02709621,30.88392876,NA,11.02709621,30.88392876,1,2,6,5: mid/mid,5,1007,Seriola,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,147,NA,planktonic,13.5,26,2885045.223853211,401.95001,7
Seriolella brama,Centrolophidae,1212500,habitat_coastal,benthopelagic,76,NA,3432.750927,0.250259896,3.762537392,Actinopteri,NA,0.029410133,0.029410133,8.5,0.023778395,0.190553387,NA,0.065347866,37.86095662,NA,0.065347866,37.86095662,-2,2,2,2: low/mid,2,12918,Seriolella,Scombriformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Tropical",fusiform / normal,NA,31,nocturnal,planktonic,15,15,285000,NA,NA
Seriolella caerulea,Centrolophidae,1385000,habitat_coastal,pelagic neritic,65,NA,24687.53843,0.332338521,3.267562958,Actinopteri,LC,0.04451615,0.04451615,8.5,0.022748634,0.419377278,NA,0.074579154,43.31559191,NA,0.074579154,43.31559191,-2,2,2,2: low/mid,2,12919,Seriolella,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,zooplankton,specialist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,31,NA,planktonic,12,13,2885045.223853211,NA,NA
Seriolella porosa,Centrolophidae,62500,habitat_coastal,benthopelagic,44,NA,63803.72084,0.319065467,3.454345763,Actinopteri,NA,0.003297,0.003297,4.438338373,6.45e-6,0.220164213,NA,0.009134103,43.26346382,NA,0.009134103,43.26346382,-3,2,2,2: low/mid,2,8390,Seriolella,Scombriformes,"Atlantic, Pacific",Both,zooplankton,specialist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,31,NA,planktonic,14,18,2885045.223853211,NA,NA
Seriolella punctata,Centrolophidae,1765000,migratory,benthopelagic,66,NA,87626.04899,0.261217826,3.575754586,Actinopteri,NA,0.048,0.048,69.37218463,0.025016,0.75925,NA,0.076003864,38.56734453,NA,0.076003864,38.56734453,-2,2,2,2: low/mid,2,12922,Seriolella,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Tropical",fusiform / normal,NA,31,nocturnal,planktonic,15,14,2885045.223853211,NA,NA
Seriolina nigrofasciata,Carangidae,11355000,habitat_reef,reef-associated,70,NA,7364.200794,0.934625792,4.173459563,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.469069439,NA,0.163748704,34.62731034,NA,0.163748704,34.62731034,-1,2,2,2: low/mid,2,1962,Seriolina,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,147,NA,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222
Serranus cabrilla,Serranidae,3617500,habitat_benthic,demersal,40,comber,740.2557183,0.511028812,3.35,Actinopteri,LC,0.32,0.32,0.911706935,0.060991803,0.77,0.77,0.036144767,42.27796105,NA,0.77,42.27796105,-1,2,2,2: low/mid,2,1353,Serranus,Perciformes/Serranoidei,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,566,NA,planktonic,16,23,2885045.223853211,166,5.130434782608695
Sillago sihama,Sillaginidae,9625000,habitat_coastal,reef-associated,31,NA,3527.909001,0.712832445,3.33,Actinopteri,LC,2.14e-4,2.14e-4,8.5,8.13e-6,0.311178405,NA,0.010269798,31.37380084,NA,0.010269798,31.37380084,-2,2,2,2: low/mid,2,4544,Sillago,Eupercaria/misc,"Atlantic, Indian Ocean, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,26,29,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,35,NA,planktonic,7,27,2885045.223853211,NA,3
Solea senegalensis,Soleidae,920000,habitat_benthic,demersal,60,senegalese sole,750.310577,0.140517811,3.314258659,Actinopteri,DD,0.025016,0.025016,8.5,0.0034,0.25,0.91296067,0.043714521,59.2791669,NA,0.91296067,59.2791669,-1,2,2,2: low/mid,2,8852,Solea,Pleuronectiformes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",short and / or deep,NA,180,NA,planktonic,26.399999618530273,22,2885045.223853211,172.28285714285715,16
Solea solea,Soleidae,1462500,habitat_benthic,demersal,70,NA,164180.231,0.314243351,3.21,Actinopteri,DD,0.040637322,0.040637322,8.5,0.017712,0.390708752,NA,0.057839673,62.95500255,45,0.057839673,45,-2,2,2,2: low/mid,2,525,Solea,Pleuronectiformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,8,24,"boreal, subtropical, Subtropical, temperate",short and / or deep,17.885714285714286,180,nocturnal,planktonic,26.399999618530273,16,2885045.223853211,172.28285714285715,16
Sparisoma cretense,Scaridae,1422500,habitat_coastal,reef-associated,50,parrotfish,2093.718353,0.485599221,2.950032189,Actinopteri,LC,0.32,0.32,0.902079429,0.034570928,0.419377278,0.040416266,0.065222568,32.06815213,NA,0.040416266,32.06815213,-2,2,2,2: low/mid,2,13025,Sparisoma,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,100,NA,2002-03-26T00:00:00Z,14.4,26,2885045.223853211,NA,4
Sparus aurata,Sparidae,1810000,habitat_reef,demersal,70,gilthead seabream,52530.50873,0.379937307,3.7,Actinopteri,LC,0.190553387,0.190553387,4.17,0.022748634,0.419377278,0.167,0.07328612,44.77549028,52,0.167,52,-1,2,2,2: low/mid,2,1164,Sparus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,18.5,158,NA,planktonic,11,26,2885045.223853211,203,8
Sphyraena barracuda,Sphyraenidae,16007500,habitat_coastal,reef-associated,200,great barracuda,48650.52905,0.282732218,4.49,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.631142013,24.63249455,2.264751642,12.52618823,43.37028066,NA,2.264751642,43.37028066,0,2,6,5: mid/mid,5,1235,Sphyraena,Carangaria/misc,"Atlantic, Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,29,NA,planktonic,12,27,2885045.223853211,NA,NA
Sphyraena jello,Sphyraenidae,12932500,habitat_coastal,reef-associated,150,NA,1405.594128,0.597620596,4.5,Actinopteri,NA,5.55,5.55,93840.98602,0.007726488,24.63249455,NA,5.054908741,32.21279993,NA,5.054908741,32.21279993,0,2,6,5: mid/mid,5,4827,Sphyraena,Carangaria/misc,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",elongated,NA,29,NA,planktonic,12,26,2885045.223853211,NA,NA
Sphyraena obtusata,Sphyraenidae,13422500,habitat_coastal,reef-associated,55,NA,272.2131651,0.681157357,4.5,Actinopteri,NA,0.145837,0.145837,93840.98602,0.0013065,23.22898081,NA,1.9504235,31.16676728,NA,1.9504235,31.16676728,0,2,6,5: mid/mid,5,4493,Sphyraena,Carangaria/misc,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,,specialist,NA,NA,"subtropical, Subtropical, tropical, Tropical",elongated,NA,29,diurnal,planktonic,12,28,2885045.223853211,NA,NA
Sphyraena sphyraena,Sphyraenidae,2112500,habitat_coastal,pelagic neritic,165,NA,355.4622256,0.488918336,4.05205074,Actinopteri,LC,0.190553387,0.190553387,220.625,0.017712,7.78,NA,0.228391732,30.39808491,NA,0.228391732,30.39808491,-1,2,2,2: low/mid,2,1765,Sphyraena,Carangaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, tropical",elongated,NA,29,NA,planktonic,12,27,2885045.223853211,NA,NA
Spondyliosoma cantharus,Sparidae,3510000,habitat_reef,benthopelagic,60,NA,62479.58166,0.395053221,3.34,Actinopteri,LC,0.3026,0.3026,4.17,0.190553387,0.77,NA,0.075033887,35.50824757,34.775,0.075033887,34.775,-2,2,2,2: low/mid,2,1356,Spondyliosoma,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,20.41176470588235,15,2885045.223853211,198.55641025641026,8
Sprattus fuegensis,Clupeidae,282500,habitat_coastal,pelagic neritic,18,NA,12980.05344,0.593471516,2.707214542,Actinopteri,LC,8.13e-6,8.13e-6,0.902079429,6.45e-6,0.020686774,NA,0.002071092,35.65012155,NA,0.002071092,35.65012155,-3,2,2,2: low/mid,2,1466,Sprattus,Clupeiformes,"Atlantic, Pacific",Both,"plants, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,190,NA,planktonic,6,8,2885045.223853211,576.7602106451614,13.575
Sprattus sprattus,Clupeidae,1992500,migratory,pelagic neritic,16,NA,399549.1027,0.475566882,3.090119293,Actinopteri,LC,0.060991803,0.060991803,4.17,8.13e-6,0.32,NA,0.009841702,40.09952158,NA,0.009841702,40.09952158,-3,2,2,2: low/mid,2,1357,Sprattus,Clupeiformes,"Atlantic, Mediterranean and Black Sea",East,zooplankton,specialist,NA,NA,"boreal, subtropical, Subtropical, temperate",fusiform / normal,NA,190,nocturnal,planktonic,6,11,2885045.223853211,576.7602106451614,13.575
Stenotomus chrysops,Sparidae,602500,habitat_reef,demersal,46,NA,134258.1063,0.347529243,3.82,Actinopteri,NT,0.218337659,0.218337659,7.78,0.025016,0.77,NA,0.069801964,37.59700612,NA,0.069801964,37.59700612,-2,2,2,2: low/mid,2,452,Stenotomus,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate",short and / or deep,NA,158,NA,2002-03-26T00:00:00Z,20.41176470588235,19,2885045.223853211,198.55641025641026,8
Stephanolepis cirrhifer,Monacanthidae,242500,habitat_coastal,demersal,30,NA,270394.69,0.842910887,2.931353908,Actinopteri,LC,8.13e-6,8.13e-6,3.790022135,6.45e-6,0.003297,NA,0.002475262,39.29188721,NA,0.002475262,39.29188721,-3,2,2,2: low/mid,2,531,Stephanolepis,Tetraodontiformes,Pacific,West,"plants, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",short and / or deep,NA,107,NA,2002-03-26T00:00:00Z,9,22,2885045.223853211,486,NA
Stereolepis gigas,Polyprionidae,632500,habitat_benthic,demersal,250,NA,33.70154285,0.278444226,4.481651192,Actinopteri,CR,0.025016,0.025016,69.37218463,0.0017922,0.77,NA,0.177701565,49.83530978,NA,0.177701565,49.83530978,-1,2,2,2: low/mid,2,3310,Stereolepis,Acropomatiformes,Pacific,Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,4,NA,planktonic,75,23,2885045.223853211,NA,NA
Stromateus fiatola,Stromateidae,1900000,pelagic oceanic,benthopelagic,50,NA,9289.599466,0.838796982,4.0427116,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.019141686,0.419377278,NA,0.082291402,33.22565388,NA,0.082291402,33.22565388,-2,2,2,2: low/mid,2,1198,Stromateus,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,17,NA,2002-03-26T00:00:00Z,7,24,2885045.223853211,NA,NA
Tautoga onitis,Labridae,415000,habitat_coastal,reef-associated,91,NA,859.9392305,0.359313762,3.379632579,Actinopteri,VU,0.020686774,0.020686774,3.75,0.003297,0.145837,NA,0.025630221,34.03006098,NA,0.025630221,34.03006098,-2,2,2,2: low/mid,2,458,Tautoga,Eupercaria/misc,Atlantic,West,zoobenthos,specialist,NA,NA,"Subtropical, temperate, Temperate",fusiform / normal,NA,559,nocturnal,planktonic,34,12,2885045.223853211,770.85001,3.904109589041096
Tautogolabrus adspersus,Labridae,990000,habitat_coastal,reef-associated,38,NA,17.04358747,0.542139383,3.72,Actinopteri,LC,0.190553387,0.190553387,0.77,0.029410133,0.364,NA,0.043732086,28.52744123,NA,0.043732086,28.52744123,-2,1,4,1: mid/low,1,3672,Tautogolabrus,Eupercaria/misc,Atlantic,West,"zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate",fusiform / normal,20.5,559,NA,planktonic,6,7,2885045.223853211,157,3.904109589041096
Tenualosa ilisha,Clupeidae,1715000,migratory,pelagic neritic,60,NA,1062830.659,1.644075154,2.978049609,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.021204,0.419377278,NA,0.081909963,46.33128022,NA,0.081909963,46.33128022,-2,2,2,2: low/mid,2,1596,Tenualosa,Clupeiformes,Indian Ocean,Both,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, tropical, Tropical",fusiform / normal,NA,190,diurnal,2002-03-26T00:00:00Z,5,27,2885045.223853211,576.7602106451614,13.575
Tenualosa toli,Clupeidae,2412500,habitat_coastal,pelagic neritic,60,NA,7197.743231,2.001580709,2.595144859,Actinopteri,VU,0.029410133,0.029410133,220.625,0.020686774,0.390708752,NA,0.082273457,37.46228828,NA,0.082273457,37.46228828,-2,2,2,2: low/mid,2,1600,Tenualosa,Clupeiformes,"Indian Ocean, Pacific",Both,"plants, zooplankton",generalist,NA,NA,"Subtropical, tropical, Tropical",fusiform / normal,NA,190,NA,2002-03-26T00:00:00Z,2,28,2885045.223853211,576.7602106451614,13.575
Tetrapturus angustirostris,Istiophoridae,156842500,hms,pelagic oceanic,230,NA,422.4151485,0.48980251,4.481651192,Actinopteri,DD,24.63249455,24.63249455,537466.5429,5.55,91382,NA,943.8369123,31.26415733,NA,943.8369123,31.26415733,2,2,3,6: high/mid,6,3915,Tetrapturus,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,11,NA,planktonic,14.833333333333334,28,2885045.223853211,NA,10.333333333333334
Tetrapturus belone,Istiophoridae,2882500,hms,pelagic oceanic,240,NA,36.2268458,0.48980251,4.341564088,Actinopteri,LC,0.32,0.32,220.625,0.021891852,23.22898081,NA,0.243956151,31.67516171,NA,0.243956151,31.67516171,-1,2,2,2: low/mid,2,1823,Tetrapturus,Carangiformes,Mediterranean and Black Sea,NA,"nekton, zooplankton",generalist,NA,NA,"subtropical, Subtropical",elongated,NA,11,NA,planktonic,14.833333333333334,27,2885045.223853211,NA,10.333333333333334
Tetrapturus pfluegeri,Istiophoridae,40682500,hms,pelagic oceanic,254,NA,882.5026234,0.48980251,4.4,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,11.85599491,30.07516224,NA,11.85599491,30.07516224,1,2,6,5: mid/mid,5,220,Tetrapturus,Carangiformes,Atlantic,Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical",elongated,NA,11,NA,planktonic,14.833333333333334,26,2885045.223853211,NA,10.333333333333334
Thunnus alalunga,Scombridae,214395000,hms,pelagic oceanic,140,NA,1496373.192,0.139377132,4.3,Actinopteri,NT,28773,28773,537466.5429,14.05155995,91382,NA,1157.845261,44.12174625,NA,1157.845261,44.12174625,3,2,3,6: high/mid,6,142,Thunnus,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,9.5,25.2000007629395,"boreal, subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,17,54,NA,planktonic,9,27,2885045.223853211,280,15.7000007629395
Thunnus albacares,Scombridae,238802500,hms,pelagic oceanic,239,yellowfin tuna,2632284.907,0.371683336,4.41,Actinopteri,NT,28773,28773,537466.5429,24.63249455,119173.5,12235.3,1532.176756,39.06578765,26.53,12235.3,26.53,4,1,1,6: high/mid,6,143,Thunnus,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,15,31,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,9,28,2885045.223853211,280,16
Thunnus atlanticus,Scombridae,17285000,hms,pelagic oceanic,107.9499969,NA,21204.61504,0.411464956,4.35,Actinopteri,LC,8.5,8.5,119173.5,0.024862159000000002,24.63249455,NA,3.349821804,25.10437597,NA,3.349821804,25.10437597,0,1,4,1: mid/low,1,144,Thunnus,Scombriformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,20,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,54,NA,planktonic,16.385714394705637,26,2885045.223853211,280,17.9400001525879
Thunnus maccoyii,Scombridae,81205000,hms,pelagic oceanic,245,NA,678424.4269,0.101845095,3.949320259,Actinopteri,CR,28773,28773,537466.5429,6.571072972,91382,NA,710.6706351,50.62099711,24,710.6706351,24,2,1,1,6: high/mid,6,145,Thunnus,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,5,20,"polar, subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,20,16,2885045.223853211,280,15
Thunnus obesus,Scombridae,492747500,pelagic oceanic,pelagic oceanic,250,NA,2522991.787,0.236346256,4.49,Actinopteri,VU,28773,28773,537466.5429,24.63249455,104356.6614,NA,1682.173643,52.12694075,NA,1682.173643,52.12694075,3,2,3,6: high/mid,6,146,Thunnus,Scombriformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,13,29,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,nocturnal,planktonic,11,27,2885045.223853211,280,16
Thunnus orientalis,Scombridae,137085000,hms,pelagic oceanic,300,pacific bluefin tuna,180859.509,0.191806337,4.416666667,Actinopteri,VU,91382,91382,537466.5429,39.83,119173.5,91382,1581.062123,32.36656871,NA,91382,32.36656871,4,2,3,6: high/mid,6,14290,Thunnus,Scombriformes,"Indian Ocean, Pacific",Both,,specialist,NA,NA,"boreal, subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,15,27,2885045.223853211,280,17.9400001525879
